구분		일자			일시			차량구분		위도			경도
RM		2024-11-30 00:01:19.00	1222985050	37.521304	126.889685
RM		2024-11-30 00:01:20.00	1222985050	37.515443	126.888008
RM		2024-11-30 00:01:21.00	1222985050	37.516278	126.888381
RM		2024-11-30 00:01:22.00	1222985050	37.519389	126.889336
RM		2024-11-30 00:01:23.00	1222985050	37.519504	126.889298
RM		2024-11-30 00:01:24.00	1222985050	37.520664	126.889574
RM		2024-11-30 00:01:25.00	1222985050	37.520664	126.889574
RM		2024-11-30 00:01:26.00	1222985050	37.521168	126.889649
RM		2024-11-30 00:01:27.00	1222985050	37.521304	126.889685
RM		2024-11-30 00:01:28.00	1222985050	37.522548	126.890069
RM		2024-11-30 00:01:29.00	1222985050	37.522668	126.890109
RM		2024-11-30 00:01:30.00	1222985050	37.524295	126.890537
RM		2024-11-30 00:01:31.00	1222985050	37.525718	126.890909
RM		2024-11-30 00:01:32.00	1222985050	37.526421	126.891076
RM		2024-11-30 00:01:33.00	1222985050	37.526680	126.891131
RM		2024-11-30 00:01:34.00	1222985050	37.527138	126.891241
RM		2024-11-30 00:01:35.00	1222985050	37.527241	126.891259
RM		2024-11-30 00:01:36.00	1222985050	37.527868	126.891501
RM		2024-11-30 00:01:37.00	1222985050	37.527433	126.891336
RM		2024-11-30 00:01:38.00	1222985050	37.526590	126.891163
RM		2024-11-30 00:01:39.00	1222985050	37.526304	126.891143
RM		2024-11-30 00:01:40.00	1222985050	37.525658	126.890996
RM		2024-11-30 00:01:41.00	1222985050	37.525316	126.890796
RM		2024-11-30 00:01:42.00	1222985050	37.524016	126.890466
RM		2024-11-30 00:01:43.00	1222985050	37.523286	126.890301
RM		2024-11-30 00:01:44.00	1222985050	37.522664	126.890141
RM		2024-11-30 00:01:45.00	1222985050	37.522563	126.890114
RM		2024-11-30 00:01:46.00	1222985050	37.522423	126.890103
RM		2024-11-30 00:01:47.00	1222985050	37.522373	126.890088
RM		2024-11-30 00:01:48.00	1222985050	37.522168	126.890269
RM		2024-11-30 00:01:49.00	1222985050	37.521854	126.892649
RM		2024-11-30 00:01:50.00	1222985050	37.521834	126.892671
RM		2024-11-30 00:01:51.00	1222985050	37.521799	126.892803
RM		2024-11-30 00:01:52.00	1222985050	37.521054	126.897789
RM		2024-11-30 00:01:53.00	1222985050	37.518786	126.901163
RM		2024-11-30 00:01:54.00	1222985050	37.518689	126.901188
RM		2024-11-30 00:01:55.00	1222985050	37.518353	126.901446
RM		2024-11-30 00:01:56.00	1222985050	37.518161	126.903461
RM		2024-11-30 00:01:57.00	1222985050	37.518104	126.903928
RM		2024-11-30 00:01:58.00	1222985050	37.517631	126.905988
RM		2024-11-30 00:01:59.00	1222985050	37.516576	126.906514
RM		2024-11-30 00:02:00.00	1222985050	37.516111	126.906546
RM		2024-11-30 00:02:01.00	1222985050	37.516179	126.905783
RM		2024-11-30 00:02:02.00	1222985050	37.516141	126.905676
RM		2024-11-30 00:02:03.00	1222985050	37.515859	126.904846
RM		2024-11-30 00:02:04.00	1222985050	37.515704	126.904391
RM		2024-11-30 00:02:05.00	1222985050	37.515796	126.902604
RM		2024-11-30 00:02:06.00	1222985050	37.517788	126.901589
RM		2024-11-30 00:02:07.00	1222985050	37.517893	126.901531
RM		2024-11-30 00:02:08.00	1222985050	37.518548	126.899709
RM		2024-11-30 00:02:09.00	1222985050	37.518598	126.899219
RM		2024-11-30 00:02:10.00	1222985050	37.518658	126.898618
RM		2024-11-30 00:02:11.00	1222985050	37.519273	126.895118
RM		2024-11-30 00:02:12.00	1222985050	37.519966	126.895234
RM		2024-11-30 00:02:13.00	1222985050	37.520271	126.895286
RM		2024-11-30 00:02:14.00	1222985050	37.520764	126.895371
RM		2024-11-30 00:02:15.00	1222985050	37.520873	126.895391
RM		2024-11-30 00:02:16.00	1222985050	37.524426	126.890566
RM		2024-11-30 00:02:17.00	1222985050	37.524551	126.890606
RM		2024-11-30 00:02:18.00	1222985050	37.526316	126.891066
RM		2024-11-30 00:02:19.00	1222985050	37.526614	126.891133
RM		2024-11-30 00:02:20.00	1222985050	37.526688	126.891149
RM		2024-11-30 00:02:21.00	1222985050	37.528056	126.891471
RM		2024-11-30 00:02:22.00	1222985050	37.527631	126.891401
RM		2024-11-30 00:02:23.00	1222985050	37.526975	126.891218
RM		2024-11-30 00:02:24.00	1222985050	37.526788	126.891164
RM		2024-11-30 00:02:25.00	1222985050	37.526541	126.891093
RM		2024-11-30 00:02:26.00	1222985050	37.522659	126.890109
RM		2024-11-30 00:02:27.00	1222985050	37.522348	126.890031
RM		2024-11-30 00:02:28.00	1222985050	37.517559	126.888949
RM		2024-11-30 00:02:29.00	1222985050	37.517436	126.888894
RM		2024-11-30 00:02:30.00	1222985050	37.516369	126.890598
RM		2024-11-30 00:02:31.00	1222985050	37.515088	126.893186
RM		2024-11-30 00:02:32.00	1222985050	37.513251	126.891948
RM		2024-11-30 00:02:33.00	1222985050	37.514134	126.893123
RM		2024-11-30 00:02:34.00	1222985050	37.514283	126.893326
RM		2024-11-30 00:02:35.00	1222985050	37.514633	126.894281
RM		2024-11-30 00:02:36.00	1222985050	37.514121	126.895384
RM		2024-11-30 00:02:37.00	1222985050	37.514079	126.895473
RM		2024-11-30 00:02:38.00	1222985050	37.513839	126.895954
RM		2024-11-30 00:02:39.00	1222985050	37.513574	126.896469
RM		2024-11-30 00:02:40.00	1222985050	37.513333	126.896954
RM		2024-11-30 00:02:41.00	1222985050	37.513293	126.897058
RM		2024-11-30 00:02:42.00	1222985050	37.513674	126.899028
RM		2024-11-30 00:02:43.00	1222985050	37.515179	126.903414
RM		2024-11-30 00:02:44.00	1222985050	37.515801	126.905208
RM		2024-11-30 00:02:48.00	1222985050	37.516171	126.906149
RM		2024-11-30 00:02:49.00	1222985050	37.515625	126.905148
RM		2024-11-30 00:02:50.00	1222985050	37.515246	126.903043
RM		2024-11-30 00:02:51.00	1222985050	37.516719	126.902259
RM		2024-11-30 00:02:52.00	1222985050	37.516789	126.902196
RM		2024-11-30 00:02:53.00	1222985050	37.517531	126.901674
RM		2024-11-30 00:02:54.00	1222985050	37.517651	126.901613
RM		2024-11-30 00:02:55.00	1222985050	37.517651	126.901611
RM		2024-11-30 00:02:56.00	1222985050	37.519886	126.895186
RM		2024-11-30 00:02:57.00	1222985050	37.520304	126.895243
RM		2024-11-30 00:02:58.00	1222985050	37.521060	126.895399
RM		2024-11-30 00:02:59.00	1222985050	37.521556	126.895144
RM		2024-11-30 00:03:00.00	1222985050	37.521668	126.894368
RM		2024-11-30 00:03:01.00	1222985050	37.522003	126.892069
RM		2024-11-30 00:03:02.00	1222985050	37.523708	126.891711
RM		2024-11-30 00:03:03.00	1222985050	37.524745	126.891926
RM		2024-11-30 00:03:04.00	1222985050	37.524933	126.891966
RM		2024-11-30 00:03:05.00	1222985050	37.525316	126.892074
RM		2024-11-30 00:03:06.00	1222985050	37.525344	126.892101
RM		2024-11-30 00:03:07.00	1222985050	37.525408	126.892139
RM		2024-11-30 00:03:08.00	1222985050	37.527778	126.891398
RM		2024-11-30 00:03:09.00	1222985050	37.528428	126.890348
RM		2024-11-30 00:03:10.00	1222985050	37.529393	126.891378
RM		2024-11-30 00:03:11.00	1222985050	37.527896	126.891499
RM		2024-11-30 00:03:12.00	1222985050	37.525118	126.890719
RM		2024-11-30 00:03:13.00	1222985050	37.523179	126.890224
RM		2024-11-30 00:03:14.00	1222985050	37.522444	126.890048
RM		2024-11-30 00:03:15.00	1222985050	37.520273	126.889526
RM		2024-11-30 00:03:16.00	1222985050	37.520158	126.889494
RM		2024-11-30 00:03:17.00	1222985050	37.518068	126.888991
RM		2024-11-30 00:03:18.00	1222985050	37.517674	126.888904
RM		2024-11-30 00:03:19.00	1222985050	37.516828	126.889481
RM		2024-11-30 00:03:20.00	1222985050	37.515284	126.892834
RM		2024-11-30 00:03:21.00	1222985050	37.514836	126.893241
